,ctwl/nm,transmissionDepth/dB,r/%,n_ac,n_dc
328,1541.184,-29.006,0.9987428126570458,0.00013524782654273247,0.0011809102612017773
329,1541.156,-29.007,0.9987431021018045,0.0001352453693804837,0.0011809317161922607
330,1541.124,-29.009,0.9987436807914187,0.00013524256119505653,0.0011809562371360124
331,1541.096,-29.009,0.9987436807914187,0.0001352401040328078,0.0011809776937971416
332,1541.064,-29.009,0.9987436807914187,0.00013523729584738063,0.0011810022166503142
333,1541.032,-29.012,0.9987445483263129,0.00013523448766195346,0.0011810267405219358
334,1541.008,-29.009,0.9987436807914187,0.0001352323815228831,0.0011810451340940474
335,1540.976,-29.012,0.9987445483263129,0.00013522957333745596,0.0011810696597481074
336,1540.944,-29.016,0.9987457041076977,0.00013522676515202877,0.0011810941864207913
337,1540.92,-29.016,0.9987457041076977,0.0001352246590129584,0.001181112582093814
